blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,redWardsPlaced,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled
0,53,0,3,6,4,0,0,0,6.8,200,15,1,6,3,5,0,0,0,7.4,246
1,18,1,4,4,9,0,1,0,6.8,215,16,0,4,4,5,1,0,0,7.2,249
1,14,0,7,4,4,1,0,0,7.0,221,19,1,4,7,7,0,0,0,6.4,213
0,13,1,2,3,1,1,0,0,6.8,202,13,0,3,2,5,0,0,0,7.2,239
1,15,1,7,6,6,0,1,0,6.8,241,18,0,6,7,7,1,0,0,7.0,173
1,16,1,5,6,5,1,0,0,6.6,228,19,0,6,5,4,0,0,0,7.0,229
1,17,1,9,7,7,1,0,0,6.6,188,46,0,7,9,7,0,0,0,7.0,232
1,16,0,12,5,12,0,0,1,7.2,200,16,1,5,12,4,1,0,0,6.4,149
1,14,1,9,4,13,0,0,0,7.2,204,79,0,4,9,2,0,0,0,6.8,227
0,17,0,4,8,5,1,0,0,7.0,228,19,1,8,4,6,0,0,0,7.4,236
1,16,1,6,6,7,1,0,0,7.2,211,15,0,6,6,5,0,0,0,7.0,203
0,18,0,9,6,9,0,0,0,7.2,219,16,1,6,9,7,0,1,0,6.6,202
1,17,1,8,2,9,0,1,0,7.2,233,48,0,2,8,0,0,0,0,6.6,222
1,66,1,9,3,17,1,0,0,7.2,189,25,0,3,9,5,0,0,0,6.4,172
0,16,1,5,3,3,0,0,0,6.4,204,13,0,3,5,3,0,0,0,7.4,231
1,17,1,11,3,11,1,0,0,7.4,232,15,0,3,11,3,0,0,0,6.8,209
0,15,1,10,12,8,0,0,0,6.8,202,17,0,12,10,12,1,1,0,7.0,214
0,14,0,4,7,4,0,0,0,6.6,198,18,1,7,4,2,0,0,0,7.2,246
0,16,0,8,6,9,1,0,0,7.2,224,12,1,6,8,6,0,0,0,7.4,220
0,16,1,6,8,11,0,0,0,7.0,204,17,0,8,6,9,0,0,0,7.0,213
0,16,0,1,4,1,0,0,0,7.2,268,17,1,4,1,6,1,1,0,7.2,238
0,14,0,7,9,8,0,0,0,6.6,181,14,1,9,7,10,1,0,0,7.0,212
1,56,1,11,4,10,1,0,0,7.2,215,16,0,4,11,3,0,0,0,6.8,188
1,12,1,8,10,9,1,0,0,6.8,203,14,0,10,8,9,0,0,0,7.2,221
1,22,1,12,7,20,1,0,0,7.0,210,17,0,7,12,9,0,0,0,6.6,205
1,13,1,5,5,5,1,0,0,7.0,227,15,0,5,5,6,0,0,0,7.2,243
0,14,1,6,6,6,0,0,0,6.6,188,12,0,6,6,7,0,1,0,7.0,237
1,17,1,11,3,9,1,0,0,7.2,204,17,0,3,11,2,0,0,0,6.4,202
0,14,1,9,9,11,1,0,0,6.6,200,17,0,9,9,12,0,0,0,7.0,214
1,37,1,8,4,11,1,0,0,7.2,206,14,0,4,8,4,0,0,0,7.0,234
1,19,0,3,6,5,0,1,0,6.6,195,17,1,6,3,7,1,0,0,7.0,225
0,16,0,8,11,9,0,0,0,6.6,201,15,1,11,8,11,1,0,0,7.2,190
1,16,1,7,9,14,1,1,0,6.2,192,13,0,9,7,16,0,0,0,6.8,187
1,18,1,4,9,6,0,0,0,6.8,225,43,0,9,4,8,1,0,0,7.4,221
0,16,1,4,10,2,0,0,0,6.2,181,23,0,10,4,12,0,0,0,7.4,228
1,16,0,11,13,6,0,0,0,7.0,178,19,1,13,11,10,1,0,0,6.8,210
1,30,0,8,6,11,0,0,0,7.2,238,12,1,6,8,9,1,0,0,6.8,192
0,16,1,6,5,8,0,0,0,7.2,222,14,0,5,6,1,1,0,0,6.8,231
0,16,0,7,4,9,0,0,0,6.8,233,16,1,4,7,4,0,0,0,6.6,212
0,24,1,8,8,9,0,0,0,6.8,209,15,0,8,8,10,0,0,0,7.0,187
0,18,0,6,10,3,1,0,0,6.4,206,18,1,10,6,7,0,0,0,7.4,238
0,16,0,7,9,8,0,0,0,6.8,188,20,1,9,7,7,0,1,0,7.2,250
0,15,1,6,5,7,1,0,0,6.6,191,16,0,5,6,5,0,0,0,7.0,206
1,14,1,8,5,8,1,0,0,7.2,253,25,0,5,8,4,0,0,0,7.0,237
0,16,1,2,1,5,0,1,0,6.6,227,19,0,1,2,0,1,0,0,7.0,217
1,18,1,7,5,8,1,0,0,6.6,215,16,0,5,7,1,0,1,1,6.6,218
1,42,0,7,1,10,0,1,0,7.2,257,20,1,1,7,1,1,0,0,6.6,239
1,16,1,5,4,5,1,1,0,6.8,226,32,0,4,5,5,0,0,0,7.0,226
0,13,1,3,2,2,1,0,0,6.6,206,31,0,2,3,2,0,0,0,7.0,249
1,55,1,17,6,26,0,0,0,6.8,194,23,0,6,17,6,1,0,0,6.4,202
0,55,1,9,6,8,1,0,0,7.2,206,15,0,6,9,5,0,0,0,6.8,229
0,14,1,4,4,3,0,0,0,6.8,207,38,0,4,4,5,1,1,0,7.0,249
0,13,0,3,7,2,0,0,0,6.8,210,22,1,7,3,7,0,0,0,6.6,215
0,31,1,3,4,4,0,1,1,7.0,263,15,0,4,3,5,1,0,0,7.2,214
0,17,1,1,3,1,0,0,0,6.8,266,14,0,3,1,4,1,0,0,6.6,240
0,29,1,10,4,9,0,1,0,7.2,206,15,0,4,10,3,0,0,0,6.8,226
1,14,0,9,7,9,0,0,0,7.2,227,19,1,7,9,9,0,0,0,7.0,226
1,18,1,13,2,16,1,0,0,7.6,240,13,0,2,13,4,0,0,0,6.6,203
1,13,1,5,4,5,0,0,0,7.0,235,14,0,4,5,4,0,0,0,6.8,228
0,19,1,7,7,8,1,0,0,7.0,200,9,0,7,7,7,0,0,0,7.0,209
1,20,1,7,1,9,0,0,0,7.2,213,15,0,1,7,2,1,0,0,6.8,215
0,18,0,3,6,4,0,0,0,6.8,204,18,1,6,3,5,1,0,0,7.0,208
1,20,1,9,2,10,0,0,0,7.2,211,44,0,2,9,1,1,0,0,6.6,211
1,20,1,6,9,6,1,1,0,6.4,195,21,0,9,6,11,0,0,0,7.2,228
1,16,0,6,7,6,0,0,0,7.0,228,13,1,7,6,6,0,0,0,7.0,233
0,14,1,11,5,8,0,1,0,7.2,192,15,0,5,11,3,0,0,0,6.6,204
0,17,0,4,10,2,0,0,0,6.8,201,18,1,10,4,14,0,0,0,6.8,192
1,32,1,4,1,3,0,0,0,7.6,241,122,0,1,4,1,0,0,0,6.6,211
1,18,1,8,1,13,1,0,0,6.8,247,15,0,1,8,0,0,0,0,6.0,166
0,18,0,4,5,4,0,0,0,6.6,212,18,1,5,4,5,0,0,0,6.8,232
1,13,1,7,3,1,1,1,1,7.6,252,58,0,3,7,5,0,0,0,6.8,230
1,17,1,2,4,4,0,1,0,6.4,251,21,0,4,2,8,1,0,0,7.4,267
1,13,1,11,2,17,1,0,0,7.0,204,14,0,2,11,1,0,0,0,6.8,210
1,18,0,3,3,2,0,0,0,7.2,269,36,1,3,3,4,1,0,0,7.0,216
1,22,1,8,6,7,0,0,0,7.0,211,13,0,6,8,7,0,0,0,6.4,195
1,12,1,6,8,5,0,0,0,7.0,203,47,0,8,6,7,1,0,0,7.4,223
0,13,0,5,10,7,0,0,0,5.6,123,13,1,10,5,11,1,0,0,6.8,218
0,17,0,9,5,12,1,0,0,7.0,221,34,1,5,9,2,0,0,0,7.4,218
0,19,1,4,9,5,1,0,0,6.8,210,10,0,9,4,16,0,1,0,7.0,216
0,15,0,4,7,4,0,0,0,6.4,184,14,1,7,4,4,0,1,1,7.0,262
1,30,0,8,7,12,1,0,0,6.6,215,15,1,7,8,11,0,0,0,6.8,207
1,11,0,4,2,3,0,0,0,7.2,276,14,1,2,4,4,0,0,0,6.8,232
0,83,1,10,7,12,0,0,0,7.2,212,15,0,7,10,4,1,1,0,7.0,233
0,40,0,8,4,10,0,0,0,6.6,176,16,1,4,8,4,0,0,0,6.6,208
0,29,1,5,4,4,0,0,0,6.6,223,10,0,4,5,3,1,0,0,7.0,220
1,22,0,4,5,2,1,0,0,7.2,256,15,1,5,4,3,0,1,0,6.8,224
0,16,1,4,2,2,0,1,0,6.6,217,20,0,2,4,2,1,0,0,6.8,228
1,17,1,6,3,7,0,1,1,6.6,223,14,0,3,6,4,1,0,0,7.0,226
1,17,0,8,3,8,1,1,0,6.8,229,9,1,3,8,3,0,0,0,6.6,215
0,12,0,4,7,5,1,0,0,7.2,210,11,1,7,4,15,0,1,1,7.0,233
0,16,0,7,6,8,0,0,0,7.0,223,15,1,6,7,8,0,0,0,7.0,196
0,24,1,3,2,6,1,0,0,6.8,239,19,0,2,3,1,0,0,0,6.8,248
0,15,0,8,5,6,1,1,0,7.2,237,14,1,5,8,3,0,0,0,7.2,231
1,15,1,9,6,10,1,0,0,7.4,213,16,0,6,9,9,0,1,0,6.8,211
0,23,0,3,9,4,1,0,0,7.0,201,13,1,9,3,12,0,1,0,7.2,202
0,24,1,5,11,6,0,0,0,7.0,222,14,0,11,5,17,1,0,0,7.2,227
1,81,0,11,11,14,0,0,0,7.0,215,16,1,11,11,11,1,0,0,7.0,200
1,18,0,6,5,5,0,0,0,7.2,225,12,1,5,6,7,0,0,0,6.6,205
1,17,1,4,8,2,0,0,0,7.0,212,139,0,8,4,14,1,0,0,7.0,196
0,88,1,2,2,2,0,1,0,7.0,224,15,0,2,2,1,1,0,0,7.2,253
1,12,1,4,6,6,0,0,0,6.8,236,17,0,6,4,10,0,0,0,6.8,245
0,51,1,6,5,12,0,1,0,7.2,257,15,0,5,6,4,1,0,0,7.0,248
1,14,1,8,10,3,0,1,0,6.8,223,81,0,10,8,11,0,0,0,7.0,209
0,12,0,8,8,8,1,0,0,6.6,187,16,1,8,8,7,0,0,0,6.8,184
0,13,1,5,6,6,0,0,0,7.0,221,115,0,6,5,6,1,0,0,6.8,199
0,15,0,6,9,5,0,0,0,7.0,228,13,1,9,6,11,1,0,0,7.0,222
1,13,1,4,3,5,0,0,0,7.0,248,12,0,3,4,2,1,1,0,6.8,197
0,20,0,3,10,3,1,0,0,6.4,192,17,1,10,3,13,0,0,0,7.4,249
1,16,0,5,4,10,1,0,0,7.0,174,22,1,4,5,4,0,0,0,6.8,213
1,44,0,3,4,1,1,0,0,7.2,226,18,1,4,3,5,0,0,0,6.6,222
1,19,1,7,4,11,0,0,0,7.2,219,18,0,4,7,6,1,0,0,7.0,210
1,38,1,3,3,0,1,0,0,6.8,201,14,0,3,3,4,0,0,0,6.8,240
0,16,0,5,5,6,1,0,0,6.8,212,14,1,5,5,2,0,0,0,7.2,243
0,14,0,1,9,2,1,0,0,6.6,229,16,1,9,1,5,0,0,0,7.4,234
1,14,1,8,4,9,0,0,0,7.2,247,15,0,4,8,4,0,0,0,6.6,233
1,53,1,4,3,5,0,0,0,7.0,244,18,0,3,4,4,0,0,0,6.8,218
0,14,0,4,4,7,1,0,0,6.8,239,23,1,4,4,3,0,0,0,7.0,255
0,13,1,10,6,9,0,1,1,7.4,243,54,0,6,10,9,1,0,0,7.0,239
1,32,0,7,8,8,1,0,0,7.4,197,37,1,8,7,7,0,0,0,7.0,209
0,105,0,5,11,4,0,0,0,6.6,202,11,1,11,5,6,0,1,0,7.4,237
1,20,1,6,7,4,1,0,0,7.0,206,19,0,7,6,9,0,0,0,6.6,184
0,16,1,8,9,9,1,0,0,7.2,185,17,0,9,8,12,0,0,0,7.4,214
1,18,0,15,9,14,0,0,0,7.4,183,11,1,9,15,7,0,0,0,7.0,221
1,16,0,3,2,4,1,0,0,7.0,205,18,1,2,3,2,0,0,0,6.8,245
0,11,1,4,7,5,0,0,0,6.6,203,16,0,7,4,10,0,0,0,7.2,227
1,15,0,2,3,2,1,1,0,6.8,246,14,1,3,2,0,0,0,0,7.4,259
0,14,1,5,2,6,0,1,0,7.4,253,12,0,2,5,2,1,0,0,7.0,244
0,18,0,8,14,10,0,0,0,6.6,200,18,1,14,8,15,0,0,0,7.4,206
0,14,1,12,12,16,0,0,0,6.8,199,19,0,12,12,12,0,0,0,6.8,182
1,13,1,8,10,5,1,0,0,6.8,224,14,0,10,8,7,0,0,0,7.2,218
1,16,0,8,7,7,0,0,0,7.4,228,16,1,7,8,5,1,0,0,6.6,198
1,18,0,7,6,7,0,0,0,7.0,222,14,1,6,7,6,0,0,0,6.8,221
1,54,1,7,3,8,0,0,0,7.4,233,14,0,3,7,3,1,1,0,6.8,236
1,17,1,10,5,13,0,0,0,6.8,206,18,0,5,10,5,0,0,0,6.4,215
0,16,1,4,8,2,0,0,1,6.4,218,16,0,8,4,7,1,0,0,7.0,224
0,17,0,1,10,2,0,0,0,6.4,177,33,1,10,1,13,1,1,0,7.4,234
1,12,1,8,5,9,1,0,0,7.2,238,37,0,5,8,5,0,0,0,7.2,225
0,15,0,2,7,2,0,0,0,6.8,219,15,1,7,2,6,1,1,0,7.2,231
0,13,0,6,8,8,0,1,1,6.6,205,17,1,8,6,5,0,0,0,7.0,209
0,17,1,4,6,3,1,0,0,7.2,228,12,0,6,4,5,0,0,0,6.6,225
0,13,0,6,2,4,0,0,0,6.8,218,16,1,2,6,2,1,0,0,6.8,218
0,15,0,3,5,3,0,0,0,7.2,233,14,1,5,3,5,1,0,0,7.2,249
0,40,0,7,8,5,1,0,0,7.0,202,14,1,8,7,4,0,1,0,7.4,236
0,14,0,4,8,3,0,0,0,7.0,217,20,1,8,4,7,0,0,0,7.4,228
0,18,0,7,8,6,1,0,0,6.6,229,16,1,8,7,13,0,1,0,6.8,190
0,14,1,5,5,8,0,0,0,6.6,230,13,0,5,5,2,1,0,0,7.0,233
0,16,1,8,2,7,0,1,0,7.4,219,18,0,2,8,4,1,0,0,6.8,207
1,41,1,7,3,6,1,0,0,7.4,252,14,0,3,7,1,0,1,0,6.8,187
0,14,0,1,3,2,0,0,0,6.6,205,14,1,3,1,3,1,0,0,7.0,232
0,66,1,8,8,13,0,0,0,6.8,188,15,0,8,8,9,1,0,0,6.6,191
1,13,0,12,3,12,1,0,0,7.4,228,17,1,3,12,5,0,0,0,6.4,217
1,14,1,12,4,13,1,0,0,7.4,210,12,0,4,12,5,0,0,0,6.4,219
1,17,0,6,4,7,1,0,0,7.0,231,16,1,4,6,7,0,1,0,7.0,242
0,19,0,5,6,3,0,0,0,6.8,224,16,1,6,5,7,1,0,0,6.8,192
0,12,0,5,8,7,0,0,0,6.6,203,11,1,8,5,14,1,1,0,6.8,225
0,14,0,5,9,3,0,0,0,6.6,196,15,1,9,5,6,1,1,0,7.4,249
1,20,1,8,4,6,1,0,0,6.6,196,22,0,4,8,3,0,0,0,6.4,219
0,15,1,12,8,18,0,0,0,6.8,189,18,0,8,12,5,1,0,0,6.8,190
0,19,1,6,10,9,0,0,0,7.0,243,17,0,10,6,15,0,0,0,7.2,207
1,17,0,5,5,4,0,0,0,7.2,235,15,1,5,5,6,1,0,0,7.2,235
0,20,0,4,10,2,1,0,0,6.4,176,14,1,10,4,12,0,1,0,7.2,199
1,15,0,6,1,3,1,1,1,7.0,226,20,1,1,6,1,0,0,0,6.4,198
0,19,0,7,6,10,0,0,0,6.6,187,16,1,6,7,7,0,0,0,6.6,220
0,43,0,2,3,2,1,0,0,7.0,213,14,1,3,2,3,0,0,0,7.0,240
0,17,0,3,10,3,0,0,0,6.4,194,17,1,10,3,14,1,0,0,7.4,220
1,17,0,8,8,5,0,0,0,7.4,243,21,1,8,8,11,1,0,0,6.6,197
0,19,0,10,6,16,0,0,0,7.0,219,16,1,6,10,8,0,0,0,6.6,225
0,16,0,2,10,1,0,0,0,6.2,170,14,1,10,2,12,1,1,2,7.2,253
1,11,1,8,3,13,1,0,0,7.0,235,34,0,3,8,2,0,0,0,7.2,232
1,38,0,7,1,13,1,0,0,7.2,238,17,1,1,7,1,0,1,0,7.0,254
0,18,0,3,11,1,0,0,0,6.4,170,13,1,11,3,16,1,0,0,7.2,231
1,12,0,9,10,8,0,1,2,7.0,196,12,1,10,9,16,1,0,0,6.8,203
1,15,1,8,2,12,0,0,0,7.2,218,12,0,2,8,3,1,0,0,7.0,233
1,23,1,13,7,14,0,0,0,7.0,217,45,0,7,13,8,0,0,0,6.8,177
0,41,0,5,5,8,0,0,0,6.4,218,12,1,5,5,7,1,0,0,6.6,170
1,18,0,4,6,4,0,0,0,7.2,237,26,1,6,4,2,0,0,0,6.8,221
0,16,0,4,6,3,0,0,0,6.6,214,31,1,6,4,4,1,0,0,6.8,208
1,21,1,7,2,10,1,0,0,7.2,232,149,0,2,7,2,0,0,0,6.6,230
1,16,0,8,6,7,1,0,0,7.0,223,36,1,6,8,8,0,1,1,6.8,201
0,20,1,8,6,13,1,0,0,6.8,232,19,0,6,8,4,0,0,0,6.8,206
0,13,0,1,3,0,0,0,0,6.8,199,18,1,3,1,3,1,0,0,7.2,269
0,15,1,4,4,6,1,0,0,6.6,217,46,0,4,4,3,0,0,0,7.0,214
0,25,0,8,4,8,0,1,0,7.0,231,16,1,4,8,4,0,0,0,6.4,211
0,20,1,5,5,8,0,0,0,7.4,227,33,0,5,5,4,1,0,0,7.4,216
1,19,1,8,6,7,0,0,0,6.8,199,13,0,6,8,5,1,1,0,6.8,218
1,30,1,7,3,7,0,1,0,7.2,230,20,0,3,7,4,0,0,0,6.6,220
1,18,1,10,2,8,1,0,1,7.2,251,13,0,2,10,1,0,0,0,6.4,196
1,15,1,4,2,5,1,0,0,6.8,209,43,0,2,4,3,0,1,1,6.8,206
1,14,1,5,5,3,0,0,0,6.8,242,15,0,5,5,5,0,0,0,6.8,234
1,47,0,7,5,11,0,0,0,6.8,196,18,1,5,7,5,1,0,0,6.8,199
0,19,0,8,7,14,0,0,0,6.8,233,16,1,7,8,5,1,0,0,6.8,214
0,17,0,6,9,8,0,0,0,6.6,199,59,1,9,6,11,1,0,0,6.8,223
0,14,0,2,9,2,0,0,0,6.6,219,16,1,9,2,12,1,1,1,7.4,262
0,19,0,9,10,6,1,0,0,7.0,211,22,1,10,9,14,0,0,0,6.6,190
0,28,0,9,10,12,0,1,0,7.2,203,14,1,10,9,13,1,0,0,7.4,223
1,16,1,7,5,11,0,0,0,6.4,231,43,0,5,7,6,0,0,0,6.2,146
0,20,1,5,8,7,1,0,0,5.8,164,16,0,8,5,14,0,0,0,6.6,209
1,14,1,3,5,2,0,1,0,7.2,250,35,0,5,3,3,1,0,0,7.0,203
0,19,1,6,6,6,0,0,0,6.6,207,17,0,6,6,10,0,0,0,7.2,245
0,18,1,5,6,6,0,0,0,7.0,217,18,0,6,5,7,1,0,0,6.8,203
1,11,1,4,4,0,0,1,0,7.2,239,18,0,4,4,8,1,0,1,7.4,243
1,58,0,9,7,12,1,0,0,7.2,185,16,1,7,9,6,0,0,0,6.6,209
1,20,1,11,8,9,0,0,0,7.2,225,18,0,8,11,4,1,0,0,6.8,204
0,17,1,9,6,7,0,0,0,7.0,213,14,0,6,9,4,0,0,0,7.0,231
1,18,0,4,3,4,1,0,0,7.0,216,17,1,3,4,4,0,0,0,6.8,223
1,15,1,11,6,16,0,0,0,7.2,220,17,0,6,11,12,0,0,0,6.2,155
1,38,0,10,10,12,1,1,1,7.2,222,16,1,10,10,6,0,0,0,7.2,219
0,17,0,5,8,5,0,0,0,6.8,177,37,1,8,5,6,1,0,0,7.0,219
0,18,0,2,7,1,0,1,0,6.2,160,15,1,7,2,6,1,0,0,6.6,193
0,14,1,10,4,13,0,0,0,7.6,262,52,0,4,10,3,0,0,0,6.8,205
1,16,0,6,2,9,0,0,0,7.0,247,52,1,2,6,0,1,0,0,6.8,231
1,11,0,4,7,3,0,0,0,6.8,225,15,1,7,4,8,1,0,0,7.0,196
0,15,0,4,7,5,1,0,0,6.4,205,21,1,7,4,5,0,1,1,7.0,211
0,38,0,4,7,3,0,0,0,7.2,208,15,1,7,4,5,1,1,1,7.0,217
0,20,1,8,8,11,0,0,0,7.0,191,17,0,8,8,12,1,0,0,7.0,193
0,17,0,7,5,9,0,0,0,7.0,220,17,1,5,7,3,1,0,0,6.6,211
1,18,0,9,8,5,1,0,0,7.0,212,73,1,8,9,7,0,0,0,7.0,191
1,16,1,12,6,10,1,0,0,7.6,242,34,0,6,12,6,0,0,0,6.8,197
0,17,1,7,8,2,0,0,0,6.6,203,21,0,8,7,10,1,0,0,7.0,208
1,16,0,5,1,5,1,0,0,7.2,250,20,1,1,5,2,0,0,0,7.0,239
0,9,1,6,5,6,0,1,0,7.0,238,17,0,5,6,5,1,0,0,7.2,235
1,15,1,9,4,9,0,0,0,7.0,236,39,0,4,9,6,0,0,0,6.6,175
0,15,0,7,7,7,0,0,0,7.0,226,15,1,7,7,9,1,1,0,6.8,188
1,80,1,10,6,12,0,0,0,7.0,204,34,0,6,10,7,0,0,0,6.8,196
1,15,1,7,0,6,1,0,0,7.2,236,13,0,0,7,0,0,0,0,6.2,193
0,16,0,2,7,3,0,1,0,7.0,229,16,1,7,2,5,1,0,0,7.0,227
1,52,0,8,5,13,1,1,0,7.0,234,15,1,5,8,3,0,0,0,7.0,226
1,37,0,1,5,1,0,1,0,6.8,251,16,1,5,1,10,1,0,1,7.0,215
0,16,1,5,1,0,1,0,0,7.2,221,13,0,1,5,1,0,0,0,6.2,182
0,17,1,6,5,8,0,0,0,7.0,251,123,0,5,6,8,1,1,0,6.6,190
0,33,1,4,4,5,1,0,0,6.8,235,18,0,4,4,4,0,1,1,7.0,237
1,16,0,6,8,8,1,0,0,7.0,207,23,1,8,6,9,0,1,0,7.0,235
0,18,0,1,5,1,1,0,0,7.0,233,12,1,5,1,6,0,0,0,7.0,206
1,17,1,11,2,13,0,1,0,7.6,244,16,0,2,11,2,0,0,0,6.8,230
1,38,1,5,7,6,1,0,0,6.8,205,15,0,7,5,8,0,0,0,6.8,219
0,37,0,2,9,0,0,0,0,6.8,208,20,1,9,2,8,0,0,0,7.2,260
0,13,0,5,5,7,0,0,0,6.8,206,15,1,5,5,2,0,0,0,7.0,199
1,12,1,15,4,17,0,0,1,7.2,250,15,0,4,15,5,0,0,0,6.2,164
1,17,0,9,9,7,1,0,0,7.0,219,16,1,9,9,8,0,0,0,6.6,190
1,14,0,13,6,19,0,1,0,7.4,240,19,1,6,13,7,1,0,0,7.0,235
1,18,0,0,3,0,0,0,0,6.8,229,17,1,3,0,2,0,0,0,6.8,221
0,16,0,3,4,2,0,1,0,6.8,208,17,1,4,3,6,0,0,0,6.6,197
0,15,0,5,8,5,0,0,0,6.6,230,72,1,8,5,8,1,0,0,6.8,186
0,34,0,8,10,15,1,0,0,6.8,171,14,1,10,8,11,0,0,0,6.8,214
1,19,1,4,2,7,0,1,0,6.8,216,20,0,2,4,2,1,0,0,6.6,215
1,13,0,6,10,6,1,0,0,7.0,226,16,1,10,6,6,0,0,0,7.0,253
1,21,0,7,7,9,0,0,0,7.0,225,18,1,7,7,9,0,0,0,6.8,224
1,16,1,6,7,6,1,0,0,7.2,226,15,0,7,6,13,0,0,0,6.8,195
1,15,1,11,3,13,1,0,0,7.2,208,13,0,3,11,3,0,0,0,7.0,221
1,16,0,8,5,10,0,0,0,6.8,216,20,1,5,8,5,0,0,0,6.6,176
0,20,0,3,5,0,0,0,0,6.2,180,16,1,5,3,10,1,1,0,6.4,161
1,11,0,10,6,8,0,1,0,7.4,246,14,1,6,10,6,1,0,0,6.8,185
1,14,0,9,6,5,0,1,0,7.4,214,37,1,6,9,5,0,0,0,6.6,181
1,17,0,6,6,9,0,0,0,6.8,216,16,1,6,6,5,1,0,0,6.8,217
1,39,1,6,3,5,1,0,0,7.2,205,18,0,3,6,1,0,1,0,6.8,204
0,22,0,4,7,6,0,1,0,7.0,234,17,1,7,4,8,1,0,0,7.2,264
1,15,1,5,5,5,1,0,0,6.8,221,14,0,5,5,7,0,0,0,7.0,240
0,17,1,7,6,8,0,0,0,7.0,198,15,0,6,7,7,1,0,0,7.0,224
1,15,1,10,4,9,1,0,0,7.4,238,12,0,4,10,4,0,0,0,6.6,199
1,13,1,11,1,10,1,0,1,7.6,209,13,0,1,11,0,0,0,0,6.8,218
1,11,1,8,3,8,0,0,0,7.2,231,123,0,3,8,4,0,0,0,6.4,195
1,17,0,7,10,7,0,1,0,6.8,177,15,1,10,7,9,0,0,1,7.2,236
0,105,0,3,8,2,0,0,0,6.8,198,14,1,8,3,9,1,0,0,7.2,220
0,19,1,6,7,8,0,0,0,6.8,190,16,0,7,6,7,1,1,0,7.2,220
1,29,1,3,6,2,1,1,0,6.6,201,21,0,6,3,9,0,0,0,7.0,233
0,83,1,5,5,7,0,0,0,7.0,225,38,0,5,5,8,1,0,0,6.8,225
0,15,1,7,8,8,0,0,0,6.8,228,10,0,8,7,4,1,0,0,6.8,174
0,16,0,3,16,5,0,0,0,6.4,207,17,1,16,3,22,1,0,0,7.2,233
0,20,0,3,11,7,0,0,0,5.8,164,40,1,11,3,14,1,0,0,7.2,239
0,45,1,8,9,11,0,0,0,6.8,226,47,0,9,8,12,0,0,0,6.8,227
1,21,0,3,4,1,0,0,0,6.8,212,14,1,4,3,4,1,0,0,6.8,240
0,22,0,12,9,10,0,1,0,6.8,208,12,1,9,12,11,0,0,0,6.4,180
0,16,0,4,9,5,0,1,0,6.4,219,20,1,9,4,16,1,0,0,6.8,214
1,16,1,11,4,7,1,0,0,7.6,237,44,0,4,11,2,0,0,0,6.6,187
1,25,0,11,5,10,0,1,1,7.0,204,17,1,5,11,8,1,0,0,6.8,205
0,15,0,7,9,7,0,0,0,6.8,206,41,1,9,7,8,1,0,0,7.6,243
1,15,0,9,7,11,0,0,0,7.2,216,169,1,7,9,8,0,0,0,7.0,190
1,15,1,6,3,3,1,0,0,7.4,251,39,0,3,6,3,0,0,0,6.8,196
1,18,0,3,7,4,0,0,0,6.4,203,48,1,7,3,4,0,0,0,7.2,256
1,16,0,11,2,7,1,0,0,7.2,221,18,1,2,11,2,0,1,0,6.6,218
1,12,0,4,7,3,1,0,0,7.0,229,24,1,7,4,7,0,0,0,7.2,244
0,36,0,2,7,2,0,1,0,7.0,236,14,1,7,2,10,1,0,0,7.4,236
1,18,1,9,6,7,1,0,0,7.2,210,12,0,6,9,7,0,0,0,7.0,212
1,17,0,4,7,5,0,0,0,7.0,240,12,1,7,4,8,0,0,0,6.8,208
1,17,1,9,1,12,1,0,1,7.2,253,14,0,1,9,1,0,1,0,6.6,215
0,18,1,11,5,10,1,1,0,7.0,191,19,0,5,11,6,0,0,0,6.4,185
0,12,0,3,8,4,1,0,0,6.6,203,14,1,8,3,6,0,0,1,6.8,241
0,81,1,3,2,3,0,1,0,7.2,251,15,0,2,3,1,1,0,0,7.0,255
0,16,0,2,6,1,0,0,0,6.8,215,17,1,6,2,3,0,1,0,7.0,193
1,14,1,9,3,11,1,0,0,7.2,260,16,0,3,9,3,0,0,0,6.4,196
1,21,1,10,3,12,1,1,0,7.2,235,16,0,3,10,3,0,0,0,6.6,200
1,17,1,6,5,6,0,0,0,7.0,233,16,0,5,6,7,1,0,0,7.4,224
0,16,0,10,5,8,0,1,0,7.4,235,17,1,5,10,6,1,0,0,7.0,215
1,13,1,12,7,15,1,0,0,7.2,219,17,0,7,12,8,0,0,0,7.0,200
0,17,0,4,5,5,1,0,0,7.2,233,14,1,5,4,8,0,0,0,7.0,236
1,55,1,7,2,12,1,0,0,7.2,229,16,0,2,7,2,0,0,0,6.8,219
1,31,1,12,11,16,0,0,0,7.2,220,14,0,11,12,12,1,1,0,7.2,183
0,10,0,4,9,3,1,1,0,7.2,246,37,1,9,4,6,0,0,0,7.2,204
0,17,0,5,7,6,0,1,0,6.8,206,42,1,7,5,11,1,0,0,7.4,242
0,17,1,8,7,10,1,1,0,7.0,209,21,0,7,8,6,0,0,0,7.0,217
